"","logFC","logCPM","LR","PValue","FDR","change"
"UAP1",-0.474355421554784,7.79527276736718,47.5168084503754,5.45343377539467e-12,4.64370240595949e-10,"DOWN"
"TBXA2R",-0.782065964339198,4.93837565152065,47.3257875117053,6.01161155589029e-12,5.0974929751858e-10,"DOWN"
"ALAD",0.766952292258368,5.05862416757185,46.8454538657183,7.68110709770940e-12,6.45689815357332e-10,"UP"
"CAPN15",-0.490399502980435,7.85950111857881,46.8423055959584,7.69345622828788e-12,6.45689815357332e-10,"DOWN"
"TNFRSF8",-0.645831771842786,5.53140530172393,46.8378976831902,7.71077971860249e-12,6.45689815357332e-10,"DOWN"
"MKNK2",-0.505124356679524,7.40780831941602,46.8175757946601,7.79115280840756e-12,6.49724193497822e-10,"DOWN"
"RPS27A",0.124439063842376,9.71155775693379,46.3951008975537,9.66568795806899e-12,8.02729418443582e-10,"NOT"
"EPHB6",-0.632942499341911,5.56054016754435,46.3095004876865,1.00973170214047e-11,8.3513915905315e-10,"DOWN"
"SMAGP",-0.814301577516978,4.92343549652391,45.6417874681337,1.41980101490598e-11,1.1692972609354e-09,"DOWN"
"ICAM4",0.521822051904956,6.62755442187794,45.6341656873871,1.42533633709979e-11,1.1692972609354e-09,"UP"
"PLP2",-0.618467123524608,5.74214480010436,45.6189380567894,1.43646017924852e-11,1.17215168138904e-09,"DOWN"
"STX3",0.526604684170507,6.18710930229366,45.6135293002571,1.44043217374997e-11,1.17215168138904e-09,"UP"
"DOCK11",-0.52078697358345,6.88601891422679,45.505865257733,1.5218243360182e-11,1.2334111214933e-09,"DOWN"
"BPGM",0.689748275971217,5.39967369686565,45.1355877273339,1.83853786372397e-11,1.48414130511254e-09,"UP"
"PIR",-1.01146853665521,4.2288333647036,45.0171606589767,1.95315317093987e-11,1.57038183835607e-09,"DOWN"
"ERF",-0.515204742788266,6.56184498932803,44.8691971770102,2.10645558913545e-11,1.68691985096597e-09,"DOWN"
"PGK1",-0.130678751649734,9.45511081969307,44.838581179089,2.13964997113759e-11,1.70673027934892e-09,"NOT"
"SLC12A7",1.22285716524213,4.19384172593418,44.8115726413538,2.16936747251819e-11,1.72362224263345e-09,"UP"
"NQO1",-0.541716358901773,6.06874366605704,44.6677065230956,2.3347657603392e-11,1.84776109056492e-09,"DOWN"
"P2RX1",-1.71700036572853,3.16498514629174,44.5772412373085,2.44517536473032e-11,1.92758140764151e-09,"DOWN"
"CFLAR",-0.484582432723134,6.66179936860678,44.5186425130654,2.51946667045197e-11,1.97841855550161e-09,"DOWN"
"HES1",-1.74178148583439,2.95556712311488,44.3389610726407,2.76164880347515e-11,2.16018738383457e-09,"DOWN"
"LIMK1",-0.783784382924692,4.93562584679141,44.2475947425559,2.89359709541077e-11,2.2507098955513e-09,"DOWN"
"AQP10",1.14898123784792,4.04603888213283,44.2434833767317,2.89968075339844e-11,2.2507098955513e-09,"UP"
"TCOF1",-0.406899979317958,8.22834405293669,44.1456173784657,3.04833530523479e-11,2.35702891934648e-09,"DOWN"
"BHLHE40",-0.682986497786429,5.90990231324118,44.1375731197494,3.06088828331222e-11,2.35770177272992e-09,"DOWN"
"MAP7",-0.658939565978634,5.34707809888036,43.9802454736047,3.31706807735201e-11,2.54531372125631e-09,"DOWN"
"B4GALT1",-0.658561798175586,5.32678390201012,43.8495437093349,3.54613812945008e-11,2.7107808178194e-09,"DOWN"
"CTSL",0.585421689539117,5.96126494216676,43.8282886949904,3.58485890117147e-11,2.73003915036005e-09,"UP"
"AIDA",0.599226763256579,6.03293629361252,43.7772248437769,3.67962161385013e-11,2.79167081913945e-09,"UP"
"CCNDBP1",0.521134205535638,6.26692770224483,43.7365404975749,3.75691382245018e-11,2.83963587456431e-09,"UP"
"MRPL41",-0.471168584455546,7.27072314941196,43.7266230738454,3.77600002290292e-11,2.84341255455984e-09,"DOWN"
"HLTF",0.511170323554188,6.49710000983355,43.5742293819607,4.08178998570345e-11,3.06225292570562e-09,"UP"
"TKT",-0.34037984947553,8.81174021216444,43.5046200431364,4.22959638731745e-11,3.16138832194272e-09,"DOWN"
"SF3B3",-0.237276065843083,9.01735935341897,43.4886814795341,4.26418672782867e-11,3.17149728597365e-09,"NOT"
"NACC1",-0.511320273297773,7.91893178346449,43.4839307300452,4.2745516167922e-11,3.17149728597365e-09,"DOWN"
"ITGB5",-0.530486841271604,6.36775537777882,43.3809622567821,4.50550350499294e-11,3.33060682176786e-09,"DOWN"
"BEST1",0.345730338593204,10.613485111724,43.3084452027325,4.67561133319259e-11,3.43636153680044e-09,"UP"
"EZH1",0.525127648769427,6.08601599898664,43.3055145879453,4.68261940746306e-11,3.43636153680044e-09,"UP"
"TMEM14C",0.454242807717165,7.9588025340661,43.1318359389309,5.11727739660692e-11,3.74173098336682e-09,"UP"
"CTSH",-0.519154757444145,6.59777600464493,42.9850627220399,5.51594078110899e-11,4.01867151276392e-09,"DOWN"
"NPL",0.716540995001631,5.23676172106131,42.9049977418986,5.74636693956467e-11,4.17149033119981e-09,"UP"
"CKB",-0.201345869293755,9.22523795780965,42.8693234877413,5.85211654513469e-11,4.23303096764742e-09,"NOT"
"MLC1",-1.96382650509355,3.15543263866507,42.743442758375,6.24107409757659e-11,4.49825415582833e-09,"DOWN"
"CA1",0.957985523377996,4.55136835213245,42.2846243483152,7.89105125013531e-11,5.66723506330892e-09,"UP"
"C21orf58",0.559361593625348,5.93073694458024,42.1402152943883,8.49579700947939e-11,6.07991771093275e-09,"UP"
"RPA2",-0.460849044574922,7.35560064722175,42.1021194596179,8.66292491382276e-11,6.17761440586067e-09,"DOWN"
"CEP192",0.506031136864009,6.55450781971705,42.0650789776994,8.82857791515368e-11,6.27357503189142e-09,"UP"
"ARHGAP4",-0.509618490943054,6.09690568175713,42.0112042728265,9.07519350334906e-11,6.41061895658661e-09,"DOWN"
"SEMA3F",0.817384686827157,4.90183015276725,42.0090996781996,9.08496616413345e-11,6.41061895658661e-09,"UP"
"CMTM4",-0.672931161333552,5.27581237218419,41.8084366229444,1.00668108825226e-10,7.07868677422258e-09,"DOWN"
"PLEKHA7",1.41722927214231,3.68592612499235,41.7292687541954,1.04827898638716e-10,7.34559660565251e-09,"UP"
"CLTC",0.113679865014214,9.57600867614439,41.646905768406,1.093383006e-10,7.6351427142166e-09,"NOT"
"RPS20",-0.114780996335138,9.66108759711346,41.637972385595,1.09839046679669e-10,7.64366138290482e-09,"NOT"
"STAR",-0.555840132709168,6.86470746102259,41.6238096215435,1.1063762601086e-10,7.67170031180816e-09,"DOWN"
"OPLAH",-0.582991263178883,6.10575158949158,41.6173769547768,1.11002254152321e-10,7.67170031180816e-09,"DOWN"
"NCOA1",0.544731791144691,6.05161764023179,41.4560100272885,1.20553365629552e-10,8.30337021081904e-09,"UP"
"RDH10",-0.556980086951876,5.79854033094283,41.4226689252882,1.22627088178488e-10,8.41747369568048e-09,"DOWN"
"ITGA5",-0.470286203276103,6.55840493476532,41.1180553029935,1.43306383921982e-10,9.80361401332038e-09,"DOWN"
"ST6GAL1",-0.517924992924985,6.31386167147519,40.9991130969793,1.52298316124023e-10,1.03496135802146e-08,"DOWN"
"MEF2C",-0.499272532569392,6.33695131233288,40.9989204868929,1.52313326065296e-10,1.03496135802146e-08,"DOWN"
"AXL",2.18461322092969,1.61150429514843,40.7751899684736,1.70787670978046e-10,1.15659932483488e-08,"UP"
"SAMD4B",-0.487796087726021,6.61167476074971,40.7544935256169,1.72606081841829e-10,1.16500446075249e-08,"DOWN"
"SETD1A",-0.515632886970104,7.00928561031431,40.6002417986808,1.8678354883421e-10,1.25649293300773e-08,"DOWN"
"KRT19",0.524099321144851,6.84528157051891,40.1847589649732,2.31043762640759e-10,1.54906783184491e-08,"UP"
"CMKLR1",2.01060674013437,1.82248311470289,40.1378694029585,2.36656492966685e-10,1.5814452597883e-08,"UP"
"SLC39A14",-0.518031610330108,6.11715162121174,40.0892071184953,2.42625803634665e-10,1.61592745210995e-08,"DOWN"
"LETM1",-0.403023746509513,8.13046508973537,40.0828390164139,2.43418039463567e-10,1.61592745210995e-08,"DOWN"
"CPOX",0.460343372745509,6.84645873090624,39.9856099662954,2.55840682014334e-10,1.69282649302664e-08,"UP"
"SCARB1",-0.45949401373464,7.27712644507812,39.8585107500598,2.73041855696061e-10,1.8007378071249e-08,"DOWN"
"MAN2A2",0.383639598820668,8.26016862863686,39.7337427127643,2.91053276806381e-10,1.91327237108455e-08,"UP"
"RAC3",-0.509087730840541,6.05664905520335,39.6225504418509,3.08104980540197e-10,2.01878786113043e-08,"DOWN"
"ATP2A3",-0.501904154531316,7.19291838643512,39.4911278752793,3.29553285156409e-10,2.15233490218171e-08,"DOWN"
"ANP32B",-0.147359987182069,9.44414184000437,39.4065892719882,3.44133742531388e-10,2.24031066387934e-08,"NOT"
"CYP3A5",1.77287493425282,2.59092542225552,39.2964705442501,3.64098867992418e-10,2.36266213985691e-08,"UP"
"AQP3",0.507524875437612,6.18810616741979,39.2438774732881,3.7403941813962e-10,2.41938765944733e-08,"UP"
"LMO2",-0.66861937279104,6.85353162430075,39.2279875599811,3.77095861235928e-10,2.4313647206397e-08,"DOWN"
"IER2",-0.326734356452249,8.51923546436931,39.1899685451095,3.84510732999249e-10,2.46879374114142e-08,"DOWN"
"METRN",-0.64772095263463,5.22011922923392,39.1808911546393,3.86302581099846e-10,2.46879374114142e-08,"DOWN"
"ARHGEF2",-0.449104755036222,7.66243982937268,39.1795352751514,3.86570944056632e-10,2.46879374114142e-08,"DOWN"
"ASAH1",0.583692673790583,5.61904785013645,38.9939331706714,4.25124627985617e-10,2.70644798655449e-08,"UP"
"GAL",-0.568260038622788,6.17839517420046,38.7413363921057,4.83853031311302e-10,3.07064088833125e-08,"DOWN"
"PLPPR3",-0.912102053348792,4.41465424697765,38.6123886708063,5.16897851335758e-10,3.27006756671064e-08,"DOWN"
"HES6",-0.501448603041481,6.83805878884883,38.4568057649649,5.59790263424022e-10,3.53035228317506e-08,"DOWN"
"TFRC",0.111735893054393,9.80215724693621,38.1212717707249,6.64813902502569e-10,4.17962908610727e-08,"NOT"
"MAGED2",0.7797140666818,4.8896762814864,38.0740698861956,6.81092864659018e-10,4.26867549741728e-08,"UP"
"DDX5",0.16586664189704,9.24024372583588,37.9650552033202,7.20231447492241e-10,4.49999716465663e-08,"NOT"
"RDX",0.4822620423881,6.59320078032023,37.9543608368294,7.24190200251878e-10,4.5107661824948e-08,"UP"
"DDAH2",6.09249519463953,1.48600920021043,37.9070563978485,7.41963924514636e-10,4.60725352634765e-08,"UP"
"CARM1",-0.43378154171457,6.97686454609683,37.8976284905964,7.45558136421081e-10,4.61537078255026e-08,"DOWN"
"TAGLN2",-0.124451374584403,9.4448986262796,37.6879157343463,8.3017252739077e-10,5.12345925849331e-08,"NOT"
"MICALL2",-0.508072176858369,6.60412824029494,37.6672117951517,8.39030710868675e-10,5.16234109025632e-08,"DOWN"
"RREB1",-0.44561132173154,7.40253440102056,37.5655215013193,8.83932151984019e-10,5.4220774344041e-08,"DOWN"
"FAM43A",-1.81333991020559,2.01021499175262,37.5456529153323,8.92982170916857e-10,5.46099187614336e-08,"DOWN"
"PI4KA",0.253940145372889,9.14731173646858,37.4805571963436,9.23287845635107e-10,5.62926646911242e-08,"NOT"
"UNC13D",-0.413636009826594,8.24285696492997,37.3102832962179,1.0075194474374e-09,6.12432227973919e-08,"DOWN"
"GRPEL1",-0.470797136737628,6.39424257786219,37.2459733847071,1.04129776116659e-09,6.31063967510597e-08,"DOWN"
"ATAD3B",-0.439976535685411,7.87343269890607,37.1978280927591,1.06732587161934e-09,6.44901299854788e-08,"DOWN"
"FAM78A",-0.392739125314526,8.02083941806078,36.9890446083073,1.18794843516089e-09,7.15641414029311e-08,"DOWN"
"IL1R1",1.76163175848722,2.26600554626861,36.9405536447623,1.21786307634715e-09,7.31479010231009e-08,"UP"
"CR1L",0.662174231574532,5.10677365738434,36.9307071176143,1.2240290352242e-09,7.33000889016606e-08,"UP"
"DSTYK",0.658233827466337,5.32755479242896,36.8730370516133,1.26077524075495e-09,7.52772341233009e-08,"UP"
"TRPV2",-0.476955018274007,6.35304303440787,36.7261290917599,1.35945070184585e-09,8.09294236399739e-08,"DOWN"
"CMPK2",1.14707353989349,4.32982802441546,36.4495753063722,1.5666726166221e-09,9.29912355177958e-08,"UP"
"NYNRIN",0.854590579692126,4.48444877679022,36.1901788956519,1.78970223611068e-09,1.05917832337096e-07,"UP"
"SCG3",0.56607700283701,5.59331920283265,36.1806463254587,1.79847812744076e-09,1.0612598564293e-07,"UP"
"CELF2",-0.467303566024944,7.41120438864759,36.1436356157209,1.83296134855015e-09,1.07845460568777e-07,"DOWN"
"MOB1B",0.599218574453707,6.44540361450084,35.9654657997012,2.00845840614676e-09,1.1782761364665e-07,"UP"
"XPR1",0.420904926492968,7.20124938975645,35.8506054020727,2.13041824550702e-09,1.24620204674137e-07,"UP"
"SEMA7A",0.861087512797607,4.38514953920834,35.8261570531682,2.15732012764584e-09,1.25829125711042e-07,"UP"
"NOLC1",-0.300097162293243,8.60041416010764,35.8065709947455,2.17911696940981e-09,1.26734177405359e-07,"DOWN"
"C17orf99",0.836191851298431,4.50444936335363,35.5144351396869,2.53167443623091e-09,1.4681529252177e-07,"UP"
"HMBS",0.295067405829075,8.67972425517871,35.4674322905404,2.59350849918876e-09,1.49970186309824e-07,"UP"
"TANGO2",0.501667243920724,7.62939385299645,35.4387151580746,2.63202891779669e-09,1.51762787400157e-07,"UP"
"UCP2",0.432837117366125,7.45152642544033,35.3412442320523,2.76709741370361e-09,1.59096276085335e-07,"UP"
"TTC7B",-0.545568840917434,5.66091028610906,35.3138542232498,2.80628686946744e-09,1.60598864816915e-07,"DOWN"
"MALT1",0.711252046356606,4.89983799700474,35.3118701373999,2.80914718202126e-09,1.60598864816915e-07,"UP"
"PDE4A",-0.482631306623546,6.00209519675636,35.212523697579,2.95616372598093e-09,1.68526384615879e-07,"DOWN"
"HBQ1",0.552968027789605,5.52020434141069,35.1818916593674,3.00302993394559e-09,1.70715907315369e-07,"UP"
"KPNB1",-0.103876571584587,9.58864707814533,35.1067404195868,3.12118557745972e-09,1.76934399266052e-07,"NOT"
"HCFC1",-0.353300364357213,8.84562020890616,34.9708651060189,3.34675755054013e-09,1.89190235651121e-07,"DOWN"
"AHDC1",-0.464573565054299,6.2805106260222,34.9564541969324,3.37161930487915e-09,1.90063265898788e-07,"DOWN"
"PRF1",-1.67231833240536,2.85733537228312,34.9458735706468,3.38999070901637e-09,1.9056658077621e-07,"DOWN"
"URB1",-0.377997694242423,8.00458522294642,34.9251890782785,3.42619575216028e-09,1.92066823539852e-07,"DOWN"
"ATAD3A",-0.389906765308024,8.15030769221679,34.8655906094484,3.53269352939005e-09,1.97488332733021e-07,"DOWN"
"SLC27A2",0.7410487631461,4.70585230215309,34.8127036556896,3.62997129693119e-09,2.02365886031404e-07,"UP"
"ABCG2",2.1731690949837,1.34911028827002,34.6860513858731,3.87397420163034e-09,2.15373755821217e-07,"UP"
"PTMA",-0.236375759629733,10.1346147723569,34.6377702344707,3.97125661049979e-09,2.2017563092444e-07,"NOT"
"ATP13A2",-0.550715907861267,6.13863509842031,34.616014285132,4.01588893440532e-09,2.22040149548585e-07,"DOWN"
"KIF1C",-0.449207038886713,7.04800754810254,34.4894960190636,4.28557797075199e-09,2.36303959092202e-07,"DOWN"
"NXF2B",2.1771535962577,2.37160633686876,34.4726176522427,4.3229017156734e-09,2.37712478267043e-07,"UP"
"IMP4",-0.465701365279364,7.24501869343364,34.4042870513723,4.47735992082345e-09,2.45536958049288e-07,"DOWN"
"MAP3K5",-0.626677000682784,5.14924540498041,34.3733350088579,4.5491327326828e-09,2.48796877176888e-07,"DOWN"
"IGF2BP1",-0.30823356411864,8.54364479528621,34.3095640966085,4.70066037956021e-09,2.56389262486229e-07,"DOWN"
"ITM2A",0.446353030152347,7.04124344634193,34.2553952335086,4.83333623096114e-09,2.62915251959641e-07,"UP"
"TCP11L2",2.60461694132426,0.965190366508475,34.2346489919591,4.88513754399169e-09,2.65018711761549e-07,"UP"
"CREG1",0.421956619377564,7.81621254752455,33.9463222685615,5.66536731125316e-09,3.06522192247721e-07,"UP"
"POLRMT",-0.432621891099429,7.75290154244819,33.8611455534697,5.91890338073998e-09,3.19383393386934e-07,"DOWN"
"THAP4",-0.481080936110372,5.95425396180826,33.8430503571174,5.97421195617988e-09,3.21508190633776e-07,"DOWN"
"H1FX",-0.413543971101082,7.17179646098789,33.8007304085314,6.10559359672306e-09,3.27704745679437e-07,"DOWN"
"NR2F6",-0.441350179920523,6.45473130628956,33.7778554020851,6.17780944626215e-09,3.3070125314328e-07,"DOWN"
"SLC44A2",0.683590380082562,4.99144994274714,33.7253648974764,6.34677095532827e-09,3.38847049337248e-07,"UP"
"MACF1",-0.330838947456639,8.49226906932607,33.5769590353663,6.84993538285269e-09,3.64745503855805e-07,"DOWN"
"ERCC2",-0.448091167676423,6.19663036989556,33.5646550229899,6.89340327080381e-09,3.66094135284452e-07,"DOWN"
"RPL35",-0.137270408570357,9.6010170828495,33.5419433026443,6.97436664961153e-09,3.69421767338085e-07,"NOT"
"KLHL32",1.89484228739511,1.85773413131984,33.5298859549908,7.01773532279459e-09,3.70745854841145e-07,"UP"
"MCAM",-0.478732981787235,6.75514837461334,33.5113151324412,7.08506104874903e-09,3.73325370821943e-07,"DOWN"
"ARHGAP19",0.509207781856189,5.82851207748602,33.4462260023898,7.32618007723327e-09,3.8502510452772e-07,"UP"
"HCN3",0.468575862124721,6.36089377795314,33.3932346325218,7.52854023429858e-09,3.9463239082696e-07,"UP"
"CDKN2C",0.416685620792249,6.77243798848006,33.2017393946,8.30761864919568e-09,4.34342103521808e-07,"UP"
"HUWE1",-0.20806947500392,8.98773777855554,33.1780379776439,8.4094992328005e-09,4.3853256851976e-07,"NOT"
"SELPLG",-0.989170246019867,3.96540629517671,33.1149500412373,8.68682294694421e-09,4.51826736835776e-07,"DOWN"
"PPP1R14C",0.692313784677664,4.7997672670805,33.1080401099457,8.71774902371477e-09,4.52269647937244e-07,"UP"
"ZMYND19",-0.46245448436733,6.45286206257118,33.0646729048821,8.9143768797868e-09,4.61284717464045e-07,"DOWN"
"FSCN1",-0.10060845905091,9.62521889457478,32.9635566088885,9.39026694791071e-09,4.84667461063392e-07,"NOT"
"CHST2",-0.409668135016173,6.96085083824296,32.9570360094632,9.42181443952632e-09,4.85055196949185e-07,"DOWN"
"AC008964.1",-2.72817903337502,0.766815573359357,32.9288307608176,9.5595022831493e-09,4.90891388234697e-07,"DOWN"
"KIF18A",0.755277592953352,4.85327571680219,32.89388188185,9.73290906591774e-09,4.98527507257071e-07,"UP"
"IMPDH1",-0.442347293463502,6.78195116565934,32.839411548687,1.00094790355705e-08,5.11395687131259e-07,"DOWN"
"RANBP1",-0.131803694418332,9.83378752581821,32.8053023077081,1.01866606233953e-08,5.19133833436215e-07,"NOT"
"CPXM1",2.46593733649172,1.00717423218054,32.7461990055713,1.05011445650295e-08,5.33812590596624e-07,"UP"
"ST6GALNAC1",0.472430184624831,6.37489681586307,32.6922565434111,1.07966485055986e-08,5.47455184651972e-07,"UP"
"GYPE",0.647480029489438,6.18961501986461,32.6624889642181,1.09632707375424e-08,5.54510693619908e-07,"UP"
"PPP1R26",-0.640703985898269,4.98924328069903,32.6493588603862,1.10375819402236e-08,5.5687360283913e-07,"DOWN"
"VBP1",0.511834813593458,6.27679903826082,32.6406739053286,1.10870123624949e-08,5.57972559819225e-07,"UP"
"ABCC5",0.401324087280101,7.19246688482142,32.6071736082065,1.12797652966592e-08,5.66261053362886e-07,"UP"
"NCAPG",0.435267329837262,7.51849707549195,32.5503964751905,1.16141437749818e-08,5.81341574979137e-07,"UP"
"MYBBP1A",-0.427946605205956,7.64697232172534,32.5464455880665,1.16377779243631e-08,5.81341574979137e-07,"DOWN"
"NACC2",-0.452292266460908,6.5408029308886,32.5051258548412,1.18878569495521e-08,5.92367508886198e-07,"DOWN"
"UBE2M",-0.41916045254042,6.92646869940307,32.4964953392193,1.19407670664751e-08,5.93538473321511e-07,"DOWN"
"TRMT1",-0.464738081573121,7.30790565620308,32.4387455203128,1.230092859887e-08,6.09938673350849e-07,"DOWN"
"BIRC2",0.560984442122604,5.48066595778672,32.4207308914177,1.24154896661815e-08,6.14110286650023e-07,"UP"
"KAT2B",0.597027718713666,5.29558868308125,32.3476690561902,1.28911753604157e-08,6.36080219923105e-07,"UP"
"TPST2",-0.399921723939241,7.10928800323312,32.3235661161978,1.30520739215187e-08,6.4244854587846e-07,"DOWN"
"TRIM28",-0.180494122381532,10.0486820653618,32.2646163940256,1.34541185081152e-08,6.60626680321832e-07,"NOT"
"ANGPT1",-0.569571393926304,5.85718627432814,32.2231306629249,1.37444708453832e-08,6.73245548860869e-07,"DOWN"
