geneID,geneName,KSCr1,KSCr2,KSHr1,KSHr2
ENSG00000092853.13_2,CLSPN,1267,974,1235,1288
ENSG00000134698.10_2,AGO4,225,192,227,207
ENSG00000092847.11_3,AGO1,1842,1578,1592,1690
ENSG00000126070.19_2,AGO3,523,457,507,534
ENSG00000092850.11_2,TEKT2,2,3,9,2
ENSG00000116863.10_2,ADPRHL2,424,324,360,398
ENSG00000171812.12_3,COL8A2,0,0,1,0
ENSG00000054116.11_2,TRAPPC3,817,632,714,777
ENSG00000116871.15_4,MAP7D1,1552,1185,1097,1173
ENSG00000054118.13_3,THRAP3,2440,1898,2302,2260
ENSG00000214193.10_4,SH3D21,232,162,128,179
ENSG00000142694.6_2,EVA1B,266,203,180,168
ENSG00000196182.10_2,STK40,1874,1501,1571,1686
ENSG00000181817.5_2,LSM10,533,400,432,414
ENSG00000116885.18_2,OSCP1,7,10,9,14
ENSG00000116898.11_2,MRPS15,1284,1016,1136,1174
ENSG00000119535.17_3,CSF3R,5,1,3,0
ENSG00000163873.9_3,GRIK3,0,0,0,0
ENSG00000163874.10_3,ZC3H12A,168,137,148,148
ENSG00000163875.15_2,MEAF6,685,569,703,693
ENSG00000163877.10_2,SNIP1,317,260,349,317
ENSG00000163879.10_2,DNALI1,28,27,35,20
ENSG00000134697.12_3,GNL2,1681,1294,1673,1600
ENSG00000169218.13_2,RSPO1,0,0,0,0
ENSG00000116922.14_3,C1orf109,555,480,612,587
ENSG00000134690.10_2,CDCA8,1313,1011,1346,1339
ENSG00000183317.16_3,EPHA10,0,4,0,1
ENSG00000185090.14_2,MANEAL,52,36,32,33
ENSG00000196449.3_2,YRDC,1387,1062,1163,1218
ENSG00000197982.13_3,C1orf122,1241,955,965,984
ENSG00000188786.9_2,MTF1,254,226,213,202
ENSG00000230610.1,AL929472.1,0,0,0,0
ENSG00000204084.12_3,INPP5B,470,400,440,515
ENSG00000183431.11_2,SF3A3,3282,2780,2905,3052
ENSG00000183386.9_2,FHL3,1146,944,853,926
ENSG00000183520.11_3,UTP11,1018,904,921,921
ENSG00000185668.7_3,POU3F1,0,1,1,3
ENSG00000116954.7_2,RRAGC,94,72,157,102
ENSG00000214114.8_3,MYCBP,244,286,302,291
ENSG00000274944.4_4,AL139260.3,0,0,0,0
ENSG00000131233.9_3,GJA9,0,0,2,1
ENSG00000158315.10_2,RHBDL2,1,1,3,0
ENSG00000174574.15_3,AKIRIN1,1474,1260,1363,1409
ENSG00000168653.10_2,NDUFS5,2275,1459,1662,1841
ENSG00000127603.24_4,MACF1,3621,3228,2823,2977
ENSG00000183682.7_3,BMP8A,4,1,3,1
ENSG00000090621.13_3,PABPC4,5692,4671,4581,4526
ENSG00000163909.7_2,HEYL,5,2,2,10
ENSG00000116981.3_2,NT5C1A,0,0,0,0
ENSG00000116983.12_2,HPCAL4,0,0,0,0
ENSG00000084072.16_3,PPIE,835,645,746,808
ENSG00000116985.11_3,BMP8B,22,16,10,18
ENSG00000198754.5_3,OXCT2,6,7,3,3
ENSG00000043514.15_2,TRIT1,559,448,526,529
ENSG00000116990.10_3,MYCL,97,91,99,93
ENSG00000168389.17_3,MFSD2A,0,0,0,1
ENSG00000131236.16_3,CAP1,2639,2293,2296,2359
ENSG00000131238.17_3,PPT1,2772,2353,2642,2603
ENSG00000117000.8_2,RLF,550,468,486,496
ENSG00000188800.5_2,TMCO2,0,0,0,0
ENSG00000084073.8_2,ZMPSTE24,722,673,672,676
ENSG00000049089.13_3,COL9A2,1,1,5,5
ENSG00000084070.11_3,SMAP2,2139,1706,2079,2157
ENSG00000187801.14_2,ZFP69B,47,45,76,59
ENSG00000187815.9_2,ZFP69,65,42,61,76
ENSG00000164002.11_3,EXO5,34,30,50,56
ENSG00000117010.15_2,ZNF684,15,28,47,27
ENSG00000117016.9_2,RIMS3,22,32,64,72
ENSG00000066136.20_3,NFYC,747,607,745,860
ENSG00000117013.14_2,KCNQ4,68,47,44,69
ENSG00000179862.6_2,CITED4,0,1,6,5
ENSG00000171793.13_2,CTPS1,1588,1354,1607,1679
ENSG00000171790.15_3,SLFNL1,46,64,56,83
ENSG00000010803.16_2,SCMH1,380,354,482,483
ENSG00000204060.7_4,FOXO6,1,2,0,1
ENSG00000127129.9_2,EDN2,0,0,0,0
ENSG00000127124.14_3,HIVEP3,13,6,6,9
ENSG00000044012.3_2,GUCA2B,0,0,0,0
ENSG00000197273.3_2,GUCA2A,0,0,0,0
ENSG00000198815.8_3,FOXJ3,689,671,655,649
ENSG00000177181.14_3,RIMKLA,0,0,0,0
ENSG00000066185.12_2,ZMYND12,0,0,0,0
ENSG00000127125.8_3,PPCS,65,67,60,83
ENSG00000186409.14_3,CCDC30,1,3,2,3
ENSG00000171960.10_3,PPIH,922,813,885,832
ENSG00000065978.18_3,YBX1,18587,15076,16145,17160
ENSG00000164007.10_2,CLDN19,0,0,1,0
ENSG00000117385.15_2,P3H1,712,505,634,610
ENSG00000164008.14_3,C1orf50,3,2,8,3
ENSG00000283580.1_3,AC098484.3,0,0,0,0
ENSG00000274386.5_4,TMEM269,49,35,61,56
ENSG00000177868.11_2,SVBP,178,155,254,231
ENSG00000164010.13_4,ERMAP,1260,951,2052,2023
ENSG00000164011.17_2,ZNF691,138,129,164,114
ENSG00000117394.20_2,SLC2A1,3540,2717,4714,4796
ENSG00000186973.10_2,FAM183A,2,0,0,3
ENSG00000117395.12_3,EBNA1BP2,2072,1792,1725,1637
ENSG00000243710.7_2,CFAP57,556,443,420,429
ENSG00000179178.10_3,TMEM125,0,1,1,1
ENSG00000253313.5_2,C1orf210,0,0,0,0
ENSG00000066056.13_2,TIE1,6,3,3,0
ENSG00000117400.16_3,MPL,0,2,0,0
ENSG00000117399.13_2,CDC20,2327,1799,2023,2172
ENSG00000066322.14_3,ELOVL1,936,757,1170,1194
ENSG00000159479.16_2,MED8,625,485,672,741
ENSG00000198198.15_4,SZT2,757,589,740,779
ENSG00000178922.16_2,HYI,164,118,153,182
ENSG00000142949.16_2,PTPRF,285,213,483,475
ENSG00000066135.12_2,KDM4A,548,388,499,537
ENSG00000126091.19_3,ST3GAL3,86,80,120,123
ENSG00000117407.16_3,ARTN,8,3,10,8
ENSG00000117408.10_2,IPO13,608,528,602,633
ENSG00000132768.13_2,DPH2,1384,1085,1149,1099
ENSG00000117410.13_3,ATP6V0B,2307,1735,2160,2209
ENSG00000117411.16_2,B4GALT2,994,724,760,829
ENSG00000159214.12_2,CCDC24,27,24,46,33
ENSG00000196517.11_3,SLC6A9,187,142,350,338
ENSG00000171872.4_2,KLF17,0,0,0,0
ENSG00000283039.1_2,KLF18,0,0,1,0
ENSG00000178028.13_3,DMAP1,487,392,489,550
ENSG00000117419.14_3,ERI3,739,593,678,719
ENSG00000187147.17_2,RNF220,932,729,850,901
ENSG00000126106.13_2,TMEM53,402,329,384,397
ENSG00000198520.10_4,C1orf228,0,0,0,0
ENSG00000142945.12_2,KIF2C,2121,1776,2424,2433
ENSG00000142937.11_2,RPS8,12241,10281,11649,11518
ENSG00000142959.4_2,BEST4,0,3,0,0
ENSG00000173846.12_2,PLK3,159,121,122,110
ENSG00000188396.3_2,TCTEX1D4,8,4,9,11
ENSG00000222009.8_2,BTBD19,36,15,17,20
ENSG00000117425.13_2,PTCH2,28,16,22,28
ENSG00000070785.16_3,EIF2B3,1066,859,1021,1043
ENSG00000126107.14_2,HECTD3,1265,1017,1218,1373
ENSG00000126088.13_3,UROD,5405,4258,6146,6107
ENSG00000162415.6_3,ZSWIM5,13,8,6,8
ENSG00000186603.5_2,HPDL,0,0,1,1
ENSG00000132781.17_3,MUTYH,363,249,270,307
ENSG00000132773.11_2,TOE1,526,416,436,446
ENSG00000070759.16_2,TESK2,53,51,51,52
ENSG00000280670.2_2,CCDC163,23,34,39,37
ENSG00000132763.14_2,MMACHC,2579,2063,2439,2435
ENSG00000117450.13_2,PRDX1,4722,4157,4751,4725
ENSG00000117448.13_3,AKR1A1,731,567,902,812
ENSG00000132780.16_3,NASP,4340,3701,4731,4610
ENSG00000159588.14_3,CCDC17,26,11,14,11
ENSG00000159592.10_3,GPBP1L1,1197,1008,1072,1065
ENSG00000159596.6_2,TMEM69,647,536,653,658
ENSG00000197429.10_3,IPP,176,172,242,262
ENSG00000086015.20_2,MAST2,657,594,618,687
ENSG00000117461.14_3,PIK3R3,103,93,177,165
ENSG00000278139.1_4,AL358075.4,0,0,0,0
ENSG00000117472.9_2,TSPAN1,0,0,0,1
ENSG00000250719.1_4,AL672043.1,0,0,0,0
ENSG00000085998.13_2,POMGNT1,537,456,560,545
ENSG00000171357.5_2,LURAP1,5,5,4,1
ENSG00000085999.11_3,RAD54L,904,666,778,784
ENSG00000132128.16_2,LRRC41,1577,1200,1462,1608
ENSG00000173660.11_2,UQCRH,4935,3859,4673,4708
ENSG00000117481.10_3,NSUN4,723,632,720,714
ENSG00000117480.15_2,FAAH,12,14,4,13
ENSG00000197587.10_2,DMBX1,35,29,64,64
ENSG00000282881.1_3,AL136373.1,0,0,1,1
ENSG00000162456.9_2,KNCN,0,0,0,0
ENSG00000079277.19_4,MKNK1,521,424,480,542
ENSG00000142961.14_3,MOB3C,58,41,48,57
ENSG00000123472.12_3,ATPAF1,354,273,382,404
ENSG00000186118.8_3,TEX38,1,3,0,5
ENSG00000159658.10_2,EFCAB14,717,675,721,748
ENSG00000142973.13_2,CYP4B1,0,0,0,0
ENSG00000187048.12_3,CYP4A11,0,0,0,0
ENSG00000186377.7_2,CYP4X1,0,0,0,0
ENSG00000186160.4_2,CYP4Z1,0,0,0,1
ENSG00000162365.11_3,CYP4A22,2,0,0,1
ENSG00000162366.7_2,PDZK1IP1,6,1,0,1
ENSG00000162367.11_2,TAL1,2123,1863,2681,2651
ENSG00000123473.15_2,STIL,747,661,805,846
ENSG00000162368.13_2,CMPK1,1835,1988,2094,2129
ENSG00000186790.5_2,FOXE3,0,1,0,0
ENSG00000186564.5_2,FOXD2,96,95,103,94
ENSG00000269113.3_3,TRABD2B,0,0,0,0
ENSG00000273395.1,FLJ00388,0,0,0,0
ENSG00000269709.1,AL109659.1,0,0,0,0
ENSG00000117834.12_3,SLC5A9,0,0,0,0
ENSG00000132122.11_3,SPATA6,3,0,7,4
ENSG00000186094.16_4,AGBL4,0,0,0,0
ENSG00000162373.12_3,BEND5,0,0,0,0
ENSG00000227839.1,AL645730.2,0,0,0,0
ENSG00000162374.16_4,ELAVL4,0,0,0,0
ENSG00000142700.11_2,DMRTA2,0,0,1,0
ENSG00000185104.19_3,FAF1,1516,1392,1630,1636
ENSG00000123080.10_2,CDKN2C,885,714,1125,1141
ENSG00000204006.8_3,C1orf185,0,0,0,1
ENSG00000123091.4_2,RNF11,206,213,219,226
ENSG00000085831.15_3,TTC39A,2,4,10,6
ENSG00000085832.16_4,EPS15,891,786,917,883
ENSG00000117859.18_4,OSBPL9,1670,1491,2000,2047
ENSG00000078618.21_3,NRDC,3543,3069,4029,3853
ENSG00000169213.6_2,RAB3B,11,11,16,8
ENSG00000117862.11_3,TXNDC12,539,439,454,519
ENSG00000198841.3_3,KTI12,260,204,214,197
ENSG00000134717.17_2,BTF3L4,475,449,620,561
ENSG00000157077.14_3,ZFYVE9,208,160,192,209
ENSG00000154222.14_3,CC2D1B,581,411,514,548
ENSG00000085840.12_2,ORC1,1563,1264,1444,1539
ENSG00000134748.12_2,PRPF38A,1524,1405,1536,1443
ENSG00000134744.13_3,ZCCHC11,646,560,695,669
ENSG00000116157.5_2,GPX7,0,0,0,0
ENSG00000182183.14_2,FAM159A,0,0,0,0
ENSG00000162377.5_2,COA7,1165,956,958,932
ENSG00000162378.12_2,ZYG11B,287,255,319,329
ENSG00000203995.9_2,ZYG11A,318,311,323,251
ENSG00000121310.16_3,ECHDC2,208,216,175,170
ENSG00000116171.17_3,SCP2,667,611,816,900
ENSG00000174348.13_2,PODN,0,0,0,0
ENSG00000162383.11_3,SLC1A7,0,0,0,0
ENSG00000157184.6_3,CPT2,351,272,319,319
ENSG00000162384.13_2,C1orf123,429,357,396,425
ENSG00000162385.10_2,MAGOH,551,424,459,479
ENSG00000157193.15_3,LRP8,513,440,423,485
ENSG00000143006.7_2,DMRTB1,0,1,0,0
ENSG00000174332.5_2,GLIS1,0,0,0,0
ENSG00000058804.11_2,NDC1,1248,1213,1332,1330
ENSG00000058799.14_2,YIPF1,215,174,242,205
ENSG00000211452.10_3,DIO1,4,5,2,0
ENSG00000081870.11_2,HSPB11,563,453,565,601
ENSG00000116212.14_2,LRRC42,480,393,475,464
ENSG00000203985.10_2,LDLRAD1,0,0,0,0
ENSG00000116209.11_3,TMEM59,829,713,970,996
ENSG00000116205.12_3,TCEANC2,183,168,223,235
ENSG00000256407.2_4,AL357673.1,1,0,0,0
ENSG00000157211.11_4,CDCP2,0,0,0,0
ENSG00000215883.10_3,CYB5RL,183,147,167,204
ENSG00000248835.2,AL357673.1,0,0,0,0
ENSG00000116221.15_2,MRPL37,3096,2303,2656,2715
ENSG00000157216.15_2,SSBP3,1821,1419,1689,1780
ENSG00000162390.17_2,ACOT11,0,2,2,4
ENSG00000162391.11_3,FAM151A,0,0,1,2
ENSG00000184313.19_3,MROH7,0,0,0,0
ENSG00000271723.5_3,MROH7-TTC4,0,0,0,0
ENSG00000243725.6_3,TTC4,6,3,10,5
ENSG00000162396.5_2,PARS2,137,138,138,139
ENSG00000006555.10_2,TTC22,1,0,0,1
ENSG00000162398.11_2,LEXM,0,0,0,0
ENSG00000116133.11_2,DHCR24,5400,4281,4647,4988
ENSG00000143001.4_2,TMEM61,0,0,0,0
ENSG00000162399.6_2,BSND,0,0,0,0
ENSG00000169174.10_2,PCSK9,228,155,74,64
ENSG00000162402.13_2,USP24,2264,2095,2097,2215
ENSG00000284686.1_1,AC119674.2,0,0,0,0
ENSG00000162407.8_3,PLPP3,0,0,0,0
ENSG00000162409.10_2,PRKAA2,0,0,0,0
ENSG00000187889.12_3,FYB2,0,0,0,0
ENSG00000157131.10_2,C8A,0,0,0,0
ENSG00000021852.12_2,C8B,0,0,0,0
ENSG00000173406.15_3,DAB1,0,0,0,0
ENSG00000162600.11_3,OMA1,95,110,121,109
ENSG00000184292.6_2,TACSTD2,0,0,0,0
ENSG00000162601.9_2,MYSM1,704,650,779,881
ENSG00000177606.6_2,JUN,471,347,471,527
ENSG00000172456.17_2,FGGY,56,37,56,79
ENSG00000134709.10_2,HOOK1,0,0,0,0
ENSG00000134716.9_2,CYP2J2,0,0,0,0
ENSG00000162598.13_2,C1orf87,0,0,0,0
ENSG00000162599.15_3,NFIA,210,162,194,198
ENSG00000162604.12_3,TM2D1,203,146,183,145
ENSG00000132849.19_3,PATJ,0,1,0,0
ENSG00000240563.1_2,L1TD1,0,0,0,0
ENSG00000132854.18_2,KANK4,0,0,0,0
ENSG00000162607.12_2,USP1,947,919,1037,1044
ENSG00000116641.17_3,DOCK7,237,220,356,350
ENSG00000132855.4_2,ANGPTL3,0,0,0,0
ENSG00000269624.1,AL138847.1,0,0,0,0
ENSG00000125703.14_2,ATG4C,142,163,145,184
ENSG00000187140.5_2,FOXD3,10,5,8,19
ENSG00000088035.15_2,ALG6,132,183,175,206
ENSG00000142856.16_2,ITGB3BP,311,291,459,414
ENSG00000203965.12_3,EFCAB7,26,30,48,62
ENSG00000079739.15_2,PGM1,0,0,0,0
ENSG00000185483.11_2,ROR1,0,0,0,0
ENSG00000177414.13_3,UBE2U,0,0,0,0
ENSG00000158966.13_2,CACHD1,0,0,0,0
ENSG00000162437.14_2,RAVER2,259,242,278,265
ENSG00000162434.11_2,JAK1,983,844,917,870
ENSG00000162433.14_3,AK4,581,503,599,540
ENSG00000116675.15_2,DNAJC6,1287,1101,1480,1538
ENSG00000213625.8_3,LEPROT,602,663,667,678
ENSG00000116678.19_3,LEPR,981,943,1161,1167
ENSG00000184588.17_3,PDE4B,0,0,0,1
ENSG00000118473.21_2,SGIP1,0,0,1,1
ENSG00000152760.9_2,TCTEX1D1,0,0,0,1
ENSG00000172410.4_2,INSL5,0,0,0,0
ENSG00000152763.16_2,WDR78,16,17,24,23
ENSG00000198160.14_2,MIER1,339,323,413,385
ENSG00000116704.7_2,SLC35D1,270,281,335,302
ENSG00000203963.11_2,C1orf141,0,0,0,0
ENSG00000162594.15_3,IL23R,51,34,47,61
ENSG00000081985.10_2,IL12RB2,8,1,5,6
ENSG00000142864.14_3,SERBP1,9446,8056,8672,8761
ENSG00000116717.11_2,GADD45A,2332,1908,2305,2414
ENSG00000172380.5_2,GNG12,165,173,211,206
ENSG00000162595.5_3,DIRAS3,1542,1259,564,530
ENSG00000116729.13_3,WLS,0,0,0,0
ENSG00000116745.6_2,RPE65,0,0,0,0
ENSG00000024526.16_3,DEPDC1,224,215,328,345
ENSG00000033122.18_3,LRRC7,20,16,16,14
ENSG00000066557.5_2,LRRC40,265,264,349,317
ENSG00000116754.13_2,SRSF11,2126,2068,2387,2370
ENSG00000118454.12_2,ANKRD13C,269,262,323,276
ENSG00000197568.13_3,HHLA3,69,61,100,90
ENSG00000116761.11_2,CTH,103,82,85,108
ENSG00000050628.20_3,PTGER3,471,435,519,505
ENSG00000132485.13_3,ZRANB2,1656,1575,1978,1820
ENSG00000172260.14_3,NEGR1,0,0,0,0
ENSG00000162620.15_4,LRRIQ3,1,9,2,3
ENSG00000254685.6_3,FPGT,90,99,113,136
ENSG00000259030.6_3,FPGT-TNNI3K,0,1,0,3
ENSG00000116783.14_3,TNNI3K,0,0,0,0
ENSG00000162621.6_2,LRRC53,0,0,0,0
ENSG00000178965.13_2,ERICH3,0,0,0,0
ENSG00000116791.13_2,CRYZ,637,583,732,688
ENSG00000162623.15_2,TYW3,498,474,594,545
ENSG00000162624.14_2,LHX8,0,0,0,0
ENSG00000137968.16_2,SLC44A5,96,117,175,150
ENSG00000117054.13_3,ACADM,828,677,937,891
ENSG00000137955.15_3,RABGGTB,1247,1110,1344,1299
ENSG00000057468.6_3,MSH4,1,1,0,0
ENSG00000154007.6_2,ASB17,0,0,0,0
ENSG00000184005.10_2,ST6GALNAC3,0,0,0,0
ENSG00000117069.14_2,ST6GALNAC5,10,10,8,15
ENSG00000142892.14_3,PIGK,254,276,304,290
ENSG00000154027.18_3,AK5,0,0,0,0
ENSG00000036549.12_3,ZZZ3,383,398,473,439
ENSG00000077254.14_4,USP33,603,548,623,672
ENSG00000180488.14_3,MIGA1,90,63,120,82
ENSG00000162614.18_3,NEXN,6,2,11,3
ENSG00000162613.16_2,FUBP1,2228,2052,2201,2331
ENSG00000162616.8_3,DNAJB4,155,171,232,225
ENSG00000137960.5_3,GIPC2,0,0,0,0
ENSG00000122420.9_3,PTGFR,0,0,0,0
ENSG00000137959.15_3,IFI44L,0,0,0,0
ENSG00000137965.10_2,IFI44,0,0,0,0
ENSG00000162618.13_2,ADGRL4,0,0,0,0
ENSG00000117114.19_3,ADGRL2,0,0,0,0
ENSG00000137941.16_3,TTLL7,12,17,25,40
ENSG00000142875.19_3,PRKACB,20,32,35,54
ENSG00000203943.8_3,SAMD13,3,0,0,2
ENSG00000137976.7_3,DNASE2B,0,0,0,0
ENSG00000117133.10_2,RPF1,567,483,621,636
ENSG00000174021.10_2,GNG5,1074,993,1193,1174
ENSG00000122432.17_2,SPATA1,107,107,121,153
ENSG00000117151.12_2,CTBS,96,99,135,108
ENSG00000117155.16_3,SSX2IP,936,924,1447,1350
ENSG00000171517.5_2,LPAR3,0,0,0,0
ENSG00000153898.12_2,MCOLN2,0,0,0,1
ENSG00000162643.12_3,WDR63,0,0,0,0
ENSG00000055732.12_2,MCOLN3,0,0,0,0
ENSG00000097096.8_2,SYDE2,129,80,100,120
ENSG00000162642.13_2,C1orf52,325,288,288,293
ENSG00000142867.12_2,BCL10,138,111,143,143
ENSG00000153904.18_3,DDAH1,2,1,6,0
ENSG00000142871.16_3,CYR61,70,45,33,38
ENSG00000117174.10_2,ZNHIT6,552,487,515,491
ENSG00000171502.14_2,COL24A1,0,1,3,5
ENSG00000122417.15_4,ODF2L,43,46,77,59
ENSG00000137975.7_2,CLCA2,1,2,2,0
ENSG00000016490.15_2,CLCA1,8,4,4,0
ENSG00000016602.9_2,CLCA4,0,0,0,0
ENSG00000097033.14_2,SH3GLB1,608,467,647,591
ENSG00000183291.15_4,SELENOF,1021,906,1136,1075
ENSG00000153936.16_3,HS2ST1,530,472,560,556
ENSG00000267561.2_4,AC093155.3,0,0,0,0
ENSG00000143013.12_2,LMO4,288,300,341,312
ENSG00000065243.19_3,PKN2,452,409,540,584
ENSG00000137947.11_3,GTF2B,271,220,278,243
ENSG00000137944.17_3,KYAT3,216,175,244,204
ENSG00000213516.9_3,RBMXL1,386,315,421,401
ENSG00000117226.11_3,GBP3,0,0,1,1
ENSG00000117228.9_2,GBP1,0,0,1,0
ENSG00000162645.12_3,GBP2,8,10,9,18
ENSG00000213512.1_3,GBP7,1,1,0,0
ENSG00000162654.8_2,GBP4,14,16,8,17
ENSG00000154451.14_2,GBP5,38,21,37,32
ENSG00000183347.14_2,GBP6,0,0,0,0
ENSG00000197147.13_3,LRRC8B,433,370,408,437
ENSG00000171488.14_3,LRRC8C,96,68,128,103
ENSG00000271949.1_4,AC093423.3,0,0,0,0
ENSG00000171492.14_3,LRRC8D,239,174,221,210
ENSG00000162664.16_2,ZNF326,542,465,619,555
ENSG00000143032.7_2,BARHL2,0,0,0,0
ENSG00000122482.20_2,ZNF644,327,329,371,299
ENSG00000162669.15_2,HFM1,21,38,42,40
ENSG00000097046.12_2,CDC7,504,520,676,690
ENSG00000069702.10_2,TGFBR3,378,358,441,424
ENSG00000137948.18_4,BRDT,0,0,1,0
ENSG00000172031.6_2,EPHX4,0,0,0,0
ENSG00000230667.5_3,SETSIP,3,2,6,7
ENSG00000284413.2_2,BTBD8,0,0,0,0
ENSG00000189195.11_4,AC104836.1,0,0,0,0
ENSG00000069712.12_2,KIAA1107,0,0,0,0
ENSG00000203910.8_2,C1orf146,2,2,0,0
ENSG00000174842.16_2,GLMN,160,156,206,249
ENSG00000122484.8_2,RPAP2,232,218,275,263
ENSG00000162676.11_2,GFI1,4,3,4,2
ENSG00000067208.14_3,EVI5,155,137,195,191
ENSG00000122406.12_2,RPL5,9788,7983,9598,9724
ENSG00000154511.11_2,FAM69A,61,56,93,75
ENSG00000143033.17_2,MTF2,615,516,643,689
ENSG00000117500.12_2,TMED5,803,825,857,815
ENSG00000122483.17_2,CCDC18,373,337,355,432
ENSG00000117505.12_2,DR1,1158,1114,1084,1154
ENSG00000137942.16_2,FNBP1L,131,103,165,178
ENSG00000137936.16_3,BCAR3,31,24,39,49
ENSG00000067334.13_2,DNTTIP2,671,664,787,756
ENSG00000023909.9_2,GCLM,602,551,837,782
ENSG00000198691.11_2,ABCA4,0,0,0,0
ENSG00000137962.12_2,ARHGAP29,0,0,1,1
ENSG00000117528.11_2,ABCD3,301,278,347,307
ENSG00000117525.13_2,F3,0,0,0,0
ENSG00000143036.16_2,SLC44A3,0,0,0,0
ENSG00000117519.15_2,CNN3,1,0,1,1
ENSG00000172339.9_2,ALG14,77,71,128,88
ENSG00000152078.9_3,TMEM56,398,433,750,786
ENSG00000271092.5_3,TMEM56-RWDD3,7,2,3,7
ENSG00000122481.16_3,RWDD3,15,27,30,25
ENSG00000117569.18_2,PTBP2,109,99,140,143
ENSG00000188641.12_3,DPYD,3,0,0,2
ENSG00000162627.16_3,SNX7,0,0,0,0
ENSG00000117598.11_2,PLPPR5,0,0,0,0
ENSG00000117600.12_3,PLPPR4,0,0,0,0
ENSG00000099260.10_2,PALMD,43,45,52,42
ENSG00000156869.12_2,FRRS1,250,181,344,293
ENSG00000162688.16_3,AGL,602,606,760,747
ENSG00000117620.14_3,SLC35A3,201,205,256,233
ENSG00000283761.1_2,AC118553.2,1,0,4,1
ENSG00000156875.13_3,MFSD14A,11,7,7,4
ENSG00000156876.9_3,SASS6,273,282,346,315
ENSG00000122435.9_2,TRMT13,332,268,403,341
ENSG00000122477.12_2,LRRC39,68,89,100,89
ENSG00000137992.14_2,DBT,295,312,351,396
ENSG00000137996.12_2,RTCA,561,463,561,574
ENSG00000079335.18_3,CDC14A,476,410,430,462
ENSG00000181656.6_2,GPR88,0,0,0,0
ENSG00000162692.10_2,VCAM1,1,0,0,0
ENSG00000162694.13_3,EXTL2,245,239,286,308
ENSG00000162695.11_3,SLC30A7,186,207,245,215
ENSG00000117543.20_3,DPH5,426,357,353,322
ENSG00000269175.1,AC093157.1,170,142,203,172
ENSG00000170989.8_2,S1PR1,2,0,0,1
ENSG00000118733.16_2,OLFM3,0,0,0,0
ENSG00000060718.20_3,COL11A1,0,0,0,0
ENSG00000185946.15_3,RNPC3,146,141,170,168
ENSG00000240038.6_3,AMY2B,2,2,4,3
ENSG00000243480.7_2,AMY2A,0,0,0,0
ENSG00000237763.9_3,AMY1A,0,0,0,0
ENSG00000174876.16_3,AMY1B,0,0,0,0
ENSG00000187733.6_2,AMY1C,0,0,0,0
ENSG00000198890.7_3,PRMT6,957,791,798,824
ENSG00000162631.18_2,NTNG1,0,0,0,0
ENSG00000134215.15_2,VAV3,0,0,0,0
ENSG00000085491.15_2,SLC25A24,371,406,537,499
ENSG00000196427.13_3,NBPF4,63,44,62,55
ENSG00000186086.18_3,NBPF6,30,46,47,90
ENSG00000162636.15_2,FAM102B,433,453,872,825
ENSG00000162639.15_3,HENMT1,0,0,0,0
ENSG00000134186.11_2,PRPF38B,1123,1078,1105,1096
ENSG00000143107.8_2,FNDC7,2,2,0,0
ENSG00000116266.10_2,STXBP3,245,330,360,327
ENSG00000162641.18_3,AKNAD1,0,0,0,1
ENSG00000274068.1_4,AL449266.1,0,0,0,0
ENSG00000121957.12_3,GPSM2,604,536,685,755
ENSG00000121940.15_3,CLCC1,716,641,798,770
ENSG00000085433.15_3,WDR47,85,81,80,64
ENSG00000197780.9_2,TAF13,320,277,297,290
ENSG00000215717.5_2,TMEM167B,410,373,482,447
ENSG00000179902.12_2,C1orf194,0,3,0,1
ENSG00000116299.16_2,KIAA1324,3,7,9,12
ENSG00000031698.12_2,SARS,2171,1803,2276,2360
ENSG00000143126.7_2,CELSR2,1177,1039,1180,1179
ENSG00000134222.16_3,PSRC1,291,230,348,375
ENSG00000221986.6_2,MYBPHL,14,12,8,16
ENSG00000134243.11_3,SORT1,1529,1295,1686,1714
ENSG00000143106.12_2,PSMA5,2042,1676,2102,2107
ENSG00000143028.8_2,SYPL2,5,5,7,6
ENSG00000162650.16_3,ATXN7L2,228,130,209,195
ENSG00000174151.14_4,CYB561D1,176,163,171,174
ENSG00000181754.6_2,AMIGO1,25,12,16,21
ENSG00000156097.12_2,GPR61,5,7,7,13
ENSG00000065135.10_3,GNAI3,1432,1270,1528,1486
ENSG00000134183.11_2,GNAT2,64,39,50,55
ENSG00000116337.15_4,AMPD2,1021,848,942,1032
ENSG00000168765.16_2,GSTM4,269,218,236,250
ENSG00000213366.12_3,GSTM2,7,4,14,8
ENSG00000134184.12_3,GSTM1,0,0,0,0
ENSG00000134201.10_3,GSTM5,0,0,0,0
ENSG00000134202.10_2,GSTM3,25,24,39,45
ENSG00000198758.10_2,EPS8L3,0,0,1,1
ENSG00000184371.13_3,CSF1,93,84,112,126
ENSG00000168710.17_2,AHCYL1,976,775,1085,1074
ENSG00000143093.14_3,STRIP1,660,486,586,582
ENSG00000156150.6_2,ALX3,72,65,64,63
ENSG00000186150.4_2,UBL4B,0,0,0,0
ENSG00000197106.6_2,SLC6A17,0,0,1,1
ENSG00000116396.14_3,KCNC4,41,28,47,31
ENSG00000162775.14_2,RBM15,867,661,651,755
ENSG00000168679.17_3,SLC16A4,33,32,38,37
ENSG00000134248.13_2,LAMTOR5,765,653,812,881
ENSG00000143125.5_2,PROK1,0,0,0,0
